reader_well,plate_number,well_position,design_id,design_index,scaffold,parent,source_well,ori_family,rate_abs_per_min,fit_intercept_abs,fit_r2,fit_residual_sd,fit_n_points,fit_first_min,fit_last_min,fit_segmented,initial_abs,final_abs,max_abs,max_abs_in_window,n_drop_artifacts,first_drop_min,largest_drop_abs,flag_optical_artifact,flag_above_linear_range,flag_saturated_in_window,qc_pass,rate_corrected_abs_per_min,robust_z,fold_over_background,is_hit,activity_rank
D1,1,G1,ZAPP_i3_AR_pte_0073,73,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__7_1_FS232_chisel_040_af3i2_idx_1_model_aligned_chiseli2_433,P1G1,ORI_05_C9_i_14_model_2,0.0003634085145495292,0.16110526333397712,0.9574225900954468,0.0003106303590595291,19,2.09999952,14.69999952,False,0.161,0.182,0.182,0.166,0,,0.0,False,False,False,True,-1.0025061176242714e-05,-0.04572818149225431,0.9731543657884567,False,126
A19,1,A10,ZAPP_i3_AR_pte_0010,10,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_176_af3i2_idx_0_model_aligned_chiseli2_297,P1A10,ORI_05_C9_i_14_model_2,0.00036090224657583643,0.1589157896683436,0.9340540453455708,0.0003886947533509985,19,2.09999952,14.69999952,False,0.159,0.181,0.181,0.164,0,,-0.0010000000000000009,False,False,False,True,-1.2531329149935476e-05,-0.05716023908815624,0.9664429500599117,False,127
D13,1,G7,ZAPP_i3_AR_pte_0079,79,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__13_1_FS232_chisel_221_af3i2_idx_4_model_aligned_chiseli2_290,P1G7,ORI_05_C9_i_14_model_2,0.00035087718716339154,0.15794736858516828,0.9607843211558197,0.00028733138339291295,19,2.09999952,14.69999952,False,0.157,0.18,0.18,0.163,0,,0.0,False,False,False,True,-2.255638856238037e-05,-0.10288841253504649,0.9395973205715586,False,128
D9,1,G5,ZAPP_i3_AR_pte_0077,77,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__3_1_FS232_chisel_223_chiseli2_204,P1G5,ORI_05_C9_i_14_model_2,0.00035087718716339056,0.15494736858516833,0.9607843211558196,0.0002873313833929131,19,2.09999952,14.69999952,False,0.155,0.174,0.174,0.16,0,,0.0,False,False,False,True,-2.2556388562381346e-05,-0.10288841253505095,0.9395973205715561,False,129
E19,2,A10,ZAPP_i3_AR_pte_0106,106,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__14_1_FS150_chisel_345,P2A10,ORI_06_C1_i_5_model_5,0.00034837092624492914,0.16207368433395503,0.8920129580430762,0.0004913072355140095,19,2.09999952,14.69999952,False,0.162,0.181,0.181,0.167,0,,-0.0020000000000000018,False,False,False,True,-2.5062649480842763e-05,-0.11432043794931392,0.9328859237358793,False,130
F18,2,D9,ZAPP_i3_AR_pte_0141,141,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__FS209_chisel_498_af3i2_idx_1_model_aligned_chiseli2_217,P2D9,ORI_02_C2_i_24_model_0,0.0003433583862272139,0.1565894738789839,0.9479292777965413,0.00032618764497543685,19,2.09999952,14.69999952,False,0.156,0.175,0.175,0.162,0,,0.0,False,False,False,True,-3.0075189498558026e-05,-0.13718457170746604,0.9194630813790469,False,131
B17,1,C9,ZAPP_i3_AR_pte_0033,33,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__10_1_FS232_chisel_293,P1C9,ORI_05_C9_i_14_model_2,0.0003358395937030481,0.1579157896284544,0.9352083420987358,0.00035830120791568147,19,2.09999952,14.69999952,False,0.158,0.178,0.179,0.163,0,,-0.001999999999999974,False,False,False,True,-3.759398202272382e-05,-0.17148069250944586,0.8993288647126613,False,132
G13,2,E7,ZAPP_i3_AR_pte_0151,151,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_20__15_1_FS125_chisel_227_af3i2_idx_0_model_aligned_chiseli2_234,P2E7,ORI_02_C6_i_9_model_1,0.00033082705938379254,0.1563789475466689,0.9398058166090841,0.0003393674927812226,19,2.09999952,14.69999952,False,0.156,0.177,0.177,0.161,0,,-0.0010000000000000009,False,False,False,True,-4.2606516341979364e-05,-0.19434480027471918,0.885906037615463,False,133
G9,2,E5,ZAPP_i3_AR_pte_0149,149,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_20__10_1_FS125_chisel_164,P2E5,ORI_02_C6_i_9_model_1,0.0003283207935809341,0.1679789475470108,0.8437069725313786,0.0005727741211695043,19,2.09999952,14.69999952,False,0.168,0.179,0.18,0.173,0,,-0.0020000000000000018,False,False,False,True,-4.511278214483781e-05,-0.20577684796860618,0.8791946277000918,False,134
G16,2,F8,ZAPP_i3_AR_pte_0164,164,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__12_1_FS125_chisel_091,P2F8,ORI_02_C6_i_9_model_1,0.000328320793309584,0.15750526333876383,0.9502214724762631,0.0003045916597050673,19,2.09999952,14.69999952,False,0.157,0.177,0.177,0.162,0,,0.0,False,False,False,True,-4.511278241618792e-05,-0.20577684920633899,0.8791946269734563,False,135
H18,2,H9,ZAPP_i3_AR_pte_0189,189,10,ZAPP_p1D1_rotP_0_ORI_01_C9_i_11_model_7__eV2_T0_10__8_1_FS118_chisel_184_af3i2_idx_4_model_aligned_chiseli2_244,P2H9,ORI_01_C9_i_11_model_7,0.00032581452804943904,0.19005263175559967,0.8941798852432572,0.00045431086960780724,19,2.09999952,14.69999952,False,0.19,0.21,0.211,0.195,0,,-0.0010000000000000009,False,False,False,True,-4.761904767633287e-05,-0.2172088944246998,0.8724832185113918,False,136
H5,2,G3,ZAPP_i3_AR_pte_0171,171,8,ZAPP_p1D1_rotP_0_ORI_01_C11_i_38_model_5__eV2_T0_10__2_1_FS021_chisel_257_af3i2_idx_4_model_aligned_chiseli2_392,P2G3,ORI_01_C11_i_38_model_5,0.0003208020026849,0.16114736854596293,0.9416092202522747,0.00032380598600838587,19,2.09999952,14.69999952,False,0.16,0.179,0.18,0.166,0,,-0.0010000000000000009,False,False,False,True,-5.263157304087189e-05,-0.24007296134404757,0.8590604153936027,False,137
E16,2,B8,ZAPP_i3_AR_pte_0116,116,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_476_af3i2_idx_0_model_aligned_chiseli2_385,P2B8,ORI_11_C9_i_12_model_3,0.00031829572982681353,0.1584315791318846,0.9498821963923134,0.00029634866107753526,19,2.09999952,14.69999952,False,0.158,0.179,0.179,0.163,0,,0.0,False,False,False,True,-5.513784589895838e-05,-0.2515050412195584,0.8523489865853722,False,138
G2,2,F1,ZAPP_i3_AR_pte_0157,157,6,ZAPP_p1D1_rotP_0_ORI_02_C6_i_9_model_1__eV2_T0_10__5_1_FS125_chisel_125_chiseli2_273,P2F1,ORI_02_C6_i_9_model_1,0.000315789470807838,0.16087368433839982,0.6837209457429543,0.0008705714787855042,19,2.09999952,14.69999952,False,0.16,0.176,0.177,0.166,0,,-0.0020000000000000018,False,False,False,True,-5.764410491793391e-05,-0.2629370579695316,0.8456375948362382,False,139
B14,1,D7,ZAPP_i3_AR_pte_0043,43,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c00_r2_af3i2_idx_4_model_aligned_chiseli2_144,P1D7,ORI_05_C9_i_14_model_2,0.00031328319876381875,0.1585789475490623,0.9401323535372631,0.00032044220674698926,19,2.09999952,14.69999952,False,0.158,0.179,0.179,0.163,0,,0.0,False,False,False,True,-6.015037696195316e-05,-0.27436913413176695,0.8389261682079596,False,140
H7,2,G4,ZAPP_i3_AR_pte_0172,172,8,ZAPP_p1D1_rotP_0_ORI_01_C11_i_38_model_5__eV2_T0_10__2_1_FS021_chisel_257_af3i2_idx_3_model_aligned_chiseli2_191,P2G4,ORI_01_C11_i_38_model_5,0.0003107769351318065,0.16296842121537963,0.942156857480161,0.0003121218183772124,19,2.09999952,14.69999952,False,0.162,0.182,0.182,0.168,0,,0.0,False,False,False,True,-6.265664059396542e-05,-0.28580117192358484,0.8322147641057942,False,141
D16,1,H8,ZAPP_i3_AR_pte_0092,92,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369_af3i2_idx_0_model_aligned_chiseli2_083,P1H8,ORI_06_C1_i_5_model_5,0.000308270667700827,0.1607263159662399,0.9443820060123241,0.0003032333946123156,19,2.09999952,14.69999952,False,0.161,0.177,0.177,0.165,0,,-0.0010000000000000009,False,False,False,True,-6.51629080249449e-05,-0.2972332270439616,0.8255033498305552,False,142
F16,2,D8,ZAPP_i3_AR_pte_0140,140,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__FS209_chisel_498_chiseli2_278,P2D8,ORI_02_C2_i_24_model_0,0.0003057644086818474,0.15916842117275515,0.9432192889999801,0.0003040829179834352,19,2.09999952,14.69999952,False,0.159,0.176,0.176,0.164,0,,0.0,False,False,False,True,-6.76691670439245e-05,-0.3086652437939533,0.8187919580814104,False,143
B11,1,C6,ZAPP_i3_AR_pte_0030,30,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_1_model_aligned_chiseli2_222,P1C6,ORI_05_C9_i_14_model_2,0.00030075188006104924,0.15957894746415524,0.4696673393228612,0.0012953835383747833,19,2.09999952,14.69999952,False,0.159,0.182,0.182,0.165,0,,-0.0030000000000000027,False,False,False,True,-7.268169566472266e-05,-0.33152932556635845,0.8053691462438398,False,144
B3,1,C2,ZAPP_i3_AR_pte_0026,26,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_2_model_aligned_chiseli2_047,P1C2,ORI_05_C9_i_14_model_2,0.0002932330731550606,0.15680000017653828,0.9350409609362661,0.00031327695272996315,19,2.09999952,14.69999952,False,0.156,0.174,0.174,0.161,0,,-0.0010000000000000009,False,False,False,True,-8.020050257071128e-05,-0.3658255119693948,0.7852348910650554,False,145
C3,1,E2,ZAPP_i3_AR_pte_0050,50,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c00_r2_chiseli2_391,P1E2,ORI_05_C9_i_14_model_2,0.00028822055240355774,0.15694736850709948,0.546939645781944,0.0010632717856183889,19,2.09999952,14.69999952,False,0.156,0.176,0.176,0.162,0,,-0.0030000000000000027,False,False,False,True,-8.521302332221417e-05,-0.3886895578469005,0.7718121003002962,False,146
A8,1,B4,ZAPP_i3_AR_pte_0016,16,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_055,P1B4,ORI_05_C9_i_14_model_2,0.00028571428470121915,0.1632315790497128,0.9336207212216641,0.00030879765511643954,19,2.09999952,14.69999952,False,0.163,0.181,0.181,0.167,0,,-0.0010000000000000009,False,False,False,True,-8.771929102455276e-05,-0.4001216142050511,0.7651006852983976,False,147
A16,1,B8,ZAPP_i3_AR_pte_0020,20,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_3_model_aligned_chiseli2_042,P1B8,ORI_05_C9_i_14_model_2,0.0002857142806308931,0.16012631592600884,0.9217021325616922,0.0003375379703259757,19,2.09999952,14.69999952,False,0.16,0.176,0.176,0.164,0,,-0.0010000000000000009,False,False,False,True,-8.771929509487881e-05,-0.4001216327713825,0.7651006743986652,False,148
H12,2,H6,ZAPP_i3_AR_pte_0186,186,10,ZAPP_p1D1_rotP_0_ORI_01_C9_i_11_model_7__eV2_T0_10__8_1_FS118_chisel_184_af3i2_idx_0_model_aligned_chiseli2_134,P2H6,ORI_01_C9_i_11_model_7,0.00027568922013303286,0.1582631580098458,0.9379845145887865,0.0002873313678381127,19,2.09999952,14.69999952,False,0.157,0.176,0.176,0.162,0,,-0.0010000000000000009,False,False,False,True,-9.774435559273904e-05,-0.44584981116927197,0.7382550420037302,False,149
E7,2,A4,ZAPP_i3_AR_pte_0100,100,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369_af3i2_idx_1_model_aligned_chiseli2_192,P2A4,ORI_06_C1_i_5_model_5,0.00027568921660541955,0.15810526330263563,0.9379844905845931,0.0002873314234464581,19,2.09999952,14.69999952,False,0.158,0.171,0.171,0.162,0,,0.0,False,False,False,True,-9.774435912035236e-05,-0.4458498272600807,0.7382550325573023,False,150
E9,2,A5,ZAPP_i3_AR_pte_0101,101,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__6_1_FS150_chisel_069,P2A5,ORI_06_C1_i_5_model_5,0.00027568921633406207,0.1646315790943887,0.9250764453151116,0.00031801761075625804,19,2.09999952,14.69999952,False,0.165,0.177,0.177,0.169,0,,-0.0010000000000000009,False,False,False,True,-9.774435939170984e-05,-0.4458498284978471,0.738255031830647,False,151
E2,2,B1,ZAPP_i3_AR_pte_0109,109,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__9_1_FS150_chisel_085_chiseli2_327,P2B1,ORI_06_C1_i_5_model_5,0.00026566415475078514,0.1568736843452379,0.9046698858000944,0.00034955375036244265,19,2.09999952,14.69999952,False,0.156,0.169,0.169,0.161,0,,-0.0010000000000000009,False,False,False,True,-0.00010776942097498677,-0.49157801184674194,0.7114093965291262,False,152
E3,2,A2,ZAPP_i3_AR_pte_0098,98,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369,P2A2,ORI_06_C1_i_5_model_5,0.00026315789301825193,0.1585789474692839,0.9141791299292913,0.0003268196962151043,19,2.09999952,14.69999952,False,0.158,0.173,0.173,0.162,0,,-0.0010000000000000009,False,False,False,True,-0.00011027568270751998,-0.5030100409743012,0.7046979975134853,False,153
C20,1,F10,ZAPP_i3_AR_pte_0070,70,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__4_1_FS232_chisel_432_af3i2_idx_1_model_aligned_chiseli2_102,P1F10,ORI_05_C9_i_14_model_2,0.000260651624501847,0.1514421053871564,0.9292096274103704,0.00029160952179865785,19,2.09999952,14.69999952,False,0.151,0.167,0.167,0.155,0,,0.0,False,False,False,True,-0.00011278195122392488,-0.5144421010457231,0.6979865803316372,False,154
F4,2,D2,ZAPP_i3_AR_pte_0134,134,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_208_af3i2_idx_2_model_aligned_chiseli2_042,P2D2,ORI_11_C9_i_12_model_3,0.00026065162043151913,0.16133684226345246,0.9150591984138933,0.00032188817849988777,19,2.09999952,14.69999952,True,0.179,0.179,0.179,0.165,1,2.09999952,-0.015999999999999986,True,False,False,False,-0.00011278195529425278,-0.514442119612063,0.6979865694318999,False,155
D17,1,G9,ZAPP_i3_AR_pte_0081,81,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__7_1_FS232_chisel_083_af3i2_idx_3_model_aligned_chiseli2_444,P1G9,ORI_05_C9_i_14_model_2,0.00025062656291857313,0.1576842106380056,0.915750927648783,0.00030812858849180765,19,2.09999952,14.69999952,False,0.157,0.173,0.173,0.161,0,,0.0,False,False,False,True,-0.00012280701280719877,-0.560170284394604,0.6711409450301246,False,156
H10,2,H5,ZAPP_i3_AR_pte_0185,185,10,ZAPP_p1D1_rotP_0_ORI_01_C9_i_11_model_7__eV2_T0_10__8_1_FS118_chisel_184_af3i2_idx_1_model_aligned_chiseli2_052,P2H5,ORI_01_C9_i_11_model_7,0.0002456140323982822,0.1567789474716772,0.9094697142519845,0.0003140993344449591,19,2.09999952,14.69999952,False,0.156,0.171,0.171,0.16,0,,0.0,False,False,False,True,-0.0001278195433274897,-0.5830343748313304,0.6577181281059927,False,157
E23,2,A12,ZAPP_i3_AR_pte_0108,108,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369_af3i2_idx_0_model_aligned_chiseli2_257,P2A12,ORI_06_C1_i_5_model_5,0.00024561402914202496,0.16309473697271396,0.9094696901371512,0.0003140993762787639,19,2.09999952,14.69999952,False,0.163,0.177,0.177,0.167,0,,-0.0010000000000000009,False,False,False,True,-0.00012781954658374695,-0.5830343896843792,0.6577181193862165,False,158
F24,2,D12,ZAPP_i3_AR_pte_0144,144,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__eV2_T0_30__7_1_FS209_chisel_498,P2D12,ORI_02_C2_i_24_model_0,0.0002330827003991141,0.15856842118267048,0.9066037611303647,0.00030323336996120867,19,2.09999952,14.69999952,False,0.158,0.17,0.17,0.162,0,,-0.0010000000000000009,False,False,False,True,-0.0001403508753266578,-0.6401946269159386,0.62416107053608,False,159
A10,1,B5,ZAPP_i3_AR_pte_0017,17,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_228,P1B5,ORI_05_C9_i_14_model_2,0.0002305764373098116,0.1539052632654817,0.8985138076150772,0.0003140993532986318,19,2.09999952,14.69999952,False,0.154,0.167,0.167,0.157,0,,0.0,False,False,False,True,-0.0001428571384159603,-0.6516266622322475,0.6174496678872112,False,160
F20,2,D10,ZAPP_i3_AR_pte_0142,142,5,ZAPP_p1D1_rotP_1_ORI_02_C2_i_24_model_0__FS209_chisel_498_af3i2_idx_1_model_aligned_chiseli2_055,P2D10,ORI_02_C2_i_24_model_0,0.0002280701725923752,0.1594000000988114,0.9020697311574262,0.0003045916022589084,19,2.09999952,14.69999952,False,0.159,0.172,0.172,0.163,0,,-0.0010000000000000009,False,False,False,True,-0.0001453634031333967,-0.6630587049751047,0.6107382608784401,False,161
A20,1,B10,ZAPP_i3_AR_pte_0022,22,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c02_r1_af3i2_idx_1_model_aligned_chiseli2_054,P1B10,ORI_05_C9_i_14_model_2,0.0002255639059754655,0.15457894747441242,0.8490566099021043,0.00038549553189610433,19,2.09999952,14.69999952,False,0.154,0.165,0.165,0.158,0,,-0.0010000000000000009,False,False,False,True,-0.00014786966975030642,-0.6744907563821944,0.6040268487831598,False,162
D14,1,H7,ZAPP_i3_AR_pte_0091,91,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369_af3i2_idx_4_model_aligned_chiseli2_016,P1H7,ORI_06_C1_i_5_model_5,0.00022556390461868478,0.1582105264331778,0.8999999956691647,0.0003047609899386601,19,2.09999952,14.69999952,False,0.157,0.171,0.171,0.162,0,,0.0,False,False,False,True,-0.00014786967110708713,-0.6744907625709959,0.6040268451499013,False,163
H13,2,G7,ZAPP_i3_AR_pte_0175,175,8,ZAPP_p1D1_rotP_0_ORI_01_C11_i_38_model_5__eV2_T0_10__2_1_FS021_chisel_257_af3i2_idx_3_model_aligned_chiseli2_067,P2G7,ORI_01_C11_i_38_model_5,0.00021553884276404842,0.16197894747578004,0.8560185189495892,0.0003583012316158797,19,2.09999952,14.69999952,False,0.162,0.18,0.18,0.165,0,,-0.0010000000000000009,False,False,False,True,-0.0001578947329617235,-0.7202189471576661,0.57718120912172,False,164
E21,2,A11,ZAPP_i3_AR_pte_0107,107,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__9_1_FS150_chisel_085,P2A11,ORI_06_C1_i_5_model_5,0.00021303257614712758,0.1661578948513812,0.848004687274516,0.000365572068824685,19,2.09999952,14.69999952,False,0.166,0.176,0.176,0.17,0,,-0.0010000000000000009,False,False,False,True,-0.00016040099957864433,-0.7316509985648064,0.5704697970264099,False,165
H6,2,H3,ZAPP_i3_AR_pte_0183,183,10,ZAPP_p1D1_rotP_0_ORI_01_C9_i_11_model_7__eV2_T0_10__8_1_FS118_chisel_184,P2H3,ORI_01_C9_i_11_model_7,0.000208020047526328,0.1635684211427813,0.8568408096560688,0.0003446479920553464,19,2.09999952,14.69999952,False,0.163,0.177,0.177,0.167,0,,-0.0010000000000000009,False,False,False,True,-0.0001654135281994439,-0.754515080337218,0.5570469851888357,False,166
E12,2,B6,ZAPP_i3_AR_pte_0114,114,3,ZAPP_p1D1_rotP_1_ORI_11_C9_i_12_model_3__eV2_T0_10__4_1_FS111_chisel_058_af3i2_idx_1_model_aligned_chiseli2_258,P2B6,ORI_11_C9_i_12_model_3,0.00020551378470838122,0.16037894743383943,0.8554707749624342,0.00034239484819987464,19,2.09999952,14.69999952,False,0.16,0.172,0.172,0.164,0,,-0.0010000000000000009,False,False,False,True,-0.00016791979101739068,-0.7659471144157685,0.5503355832666174,False,167
E17,2,A9,ZAPP_i3_AR_pte_0105,105,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__6_1_FS150_chisel_199,P2A9,ORI_06_C1_i_5_model_5,0.00019548872068290618,0.15935789481046622,0.8894737103854296,0.0002793180219301845,19,2.09999952,14.69999952,False,0.159,0.17,0.17,0.162,0,,-0.0010000000000000009,False,False,False,True,-0.00017794485504286572,-0.8116753089044734,0.5234899414252505,False,168
C21,1,E11,ZAPP_i3_AR_pte_0059,59,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c02_r1_af3i2_idx_4_model_aligned_chiseli2_056,P1E11,ORI_05_C9_i_14_model_2,0.00019548871715528932,0.15420000010325613,0.8521008346587403,0.00033011866405387906,19,2.09999952,14.69999952,False,0.154,0.164,0.164,0.157,0,,-0.0010000000000000009,False,False,False,True,-0.0001779448585704826,-0.8116753249952984,0.5234899319788132,False,169
D18,1,H9,ZAPP_i3_AR_pte_0093,93,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__5_1_FS150_chisel_369_af3i2_idx_0_model_aligned_chiseli2_249,P1H9,ORI_06_C1_i_5_model_5,0.00019298245460869516,0.16148421060256127,0.8822916887493626,0.00028571057320531394,19,2.09999952,14.69999952,False,0.161,0.172,0.172,0.164,0,,0.0,False,False,False,True,-0.00018045112111707675,-0.8231073578361044,0.5167785307832372,False,170
E15,2,A8,ZAPP_i3_AR_pte_0104,104,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__9_1_FS150_chisel_085_af3i2_idx_0_model_aligned_chiseli2_023,P2A8,ORI_06_C1_i_5_model_5,0.00019298245189514464,0.15974736852009194,0.8374293759405216,0.00034464801121548554,19,2.09999952,14.69999952,False,0.159,0.172,0.172,0.163,0,,-0.0010000000000000009,False,False,False,True,-0.00018045112383062727,-0.8231073702136579,0.5167785235167494,False,171
C22,1,F11,ZAPP_i3_AR_pte_0071,71,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__13_1_FS232_chisel_221_af3i2_idx_0_model_aligned_chiseli2_451,P1F11,ORI_05_C9_i_14_model_2,0.00019298244863888612,0.15506315802112872,0.8592753306629964,0.0003165539778460011,19,2.09999952,14.69999952,False,0.156,0.166,0.166,0.158,0,,-0.0010000000000000009,False,False,False,True,-0.00018045112708688579,-0.8231073850667124,0.5167785147969697,False,172
D4,1,H2,ZAPP_i3_AR_pte_0086,86,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__10_1_FS232_chisel_293_chiseli2_193,P1H2,ORI_05_C9_i_14_model_2,0.00018796991811860058,0.16315789485480028,0.844594568990034,0.00032681977160052154,19,2.09999952,14.69999952,False,0.162,0.172,0.172,0.166,0,,-0.0010000000000000009,False,False,False,True,-0.00018546365760717132,-0.8459714755034142,0.5033556978728524,False,173
B21,1,C11,ZAPP_i3_AR_pte_0035,35,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__8_1_FS232_chisel_009_c00_r2_chiseli2_012,P1C11,ORI_05_C9_i_14_model_2,0.00018295738949780175,0.1565684211462003,0.79300595026386,0.0003788799982419073,19,2.09999952,14.69999952,False,0.157,0.168,0.168,0.159,0,,-0.0010000000000000009,False,False,False,True,-0.00019047618622797016,-0.8688355572758224,0.48993288603528007,False,174
D22,1,H11,ZAPP_i3_AR_pte_0095,95,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__6_1_FS150_chisel_072_af3i2_idx_1_model_aligned_chiseli2_201,P1H11,ORI_06_C1_i_5_model_5,0.00017543859208924597,0.15436842114722601,0.8166666590877145,0.00033692595112296567,19,2.09999952,14.69999952,False,0.154,0.164,0.164,0.157,0,,-0.0010000000000000009,False,False,False,True,-0.00019799498363652594,-0.9031317003573942,0.469798656289219,False,175
E11,2,A6,ZAPP_i3_AR_pte_0102,102,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_10__9_1_FS150_chisel_085_chiseli2_238,P2A6,ORI_06_C1_i_5_model_5,0.00017042606292572997,0.1578315790221323,0.8376811716909562,0.0003040829710428011,19,2.09999952,14.69999952,False,0.158,0.166,0.166,0.16,0,,-0.0010000000000000009,False,False,False,True,-0.00020300751280004193,-0.9259957846053453,0.4563758429983303,False,176
D24,1,H12,ZAPP_i3_AR_pte_0096,96,2,ZAPP_p1D1_rotP_0_ORI_06_C1_i_5_model_5__eV2_T0_20__6_1_FS150_chisel_072_af3i2_idx_2_model_aligned_chiseli2_269,P1H12,ORI_06_C1_i_5_model_5,0.00017042606156895328,0.1584631579808976,0.8286738340698975,0.00031409936539342865,19,2.09999952,14.69999952,False,0.158,0.166,0.166,0.161,0,,-0.0010000000000000009,False,False,False,True,-0.00020300751415681863,-0.9259957907941285,0.4563758393650826,False,177
B8,1,D4,ZAPP_i3_AR_pte_0040,40,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_20__15_1_FS232_chisel_223_af3i2_idx_4_model_aligned_chiseli2_421,P1D4,ORI_05_C9_i_14_model_2,0.0001553884651237099,0.15322105273346742,0.771887521624293,0.000342394913531558,19,2.09999952,14.69999952,False,0.153,0.162,0.162,0.156,0,,-0.0010000000000000009,False,False,False,True,-0.000218045110602062,-0.994588084383811,0.41610737551306376,False,178
D3,1,G2,ZAPP_i3_AR_pte_0074,74,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_30__7_1_FS232_chisel_083_af3i2_idx_0_model_aligned_chiseli2_005,P1G2,ORI_05_C9_i_14_model_2,0.0001353383416857899,0.15723157902691895,0.6074999873323288,0.0004409390557175119,19,2.09999952,14.69999952,False,0.156,0.167,0.167,0.159,0,,-0.0010000000000000009,False,False,False,True,-0.00023809523403998202,-1.0860444523194066,0.36241610418334363,False,179
B6,1,D3,ZAPP_i3_AR_pte_0039,39,1,ZAPP_p1D1_rotP_1_ORI_05_C9_i_14_model_2__eV2_T0_10__8_1_FS232_chisel_108_af3i2_idx_4_model_aligned_chiseli2_257,P1D3,ORI_05_C9_i_14_model_2,0.0001353383395149436,0.13944210536094354,0.771428530595054,0.00029860358774831756,19,2.09999952,14.69999952,False,0.139,0.152,0.152,0.142,0,,-0.0010000000000000009,False,False,False,True,-0.0002380952362108283,-1.0860444622214762,0.36241609837013766,False,180
